iter	Passed	Remaining
468	716	811
469	717	809
470	718	807
471	720	805
472	721	804
473	722	802
474	724	800
475	725	798
476	726	796
477	727	794
478	728	792
479	729	790
480	730	788
481	731	786
482	732	784
483	734	782
484	735	781
485	737	779
486	738	777
487	739	775
488	740	773
489	741	771
490	742	769
491	743	767
492	744	765
493	745	763
494	746	761
495	747	759
496	748	757
497	750	756
498	752	755
499	753	753
500	754	751
501	755	749
502	756	747
503	757	745
504	758	743
505	759	741
506	760	739
507	761	737
508	762	735
509	764	734
510	766	733
511	767	731
512	768	729
513	769	727
514	770	725
515	771	723
516	772	721
517	773	719
518	774	717
519	775	715
520	776	713
521	777	711
522	778	710
523	779	708
524	781	707
525	782	705
526	783	703
527	785	701
528	786	699
529	787	698
530	788	696
531	789	694
532	790	692
533	791	690
534	792	688
535	793	687
536	795	685
537	796	683
538	797	682
539	798	680
540	799	678
541	800	676
542	801	674
543	803	673
544	804	671
545	805	669
546	806	667
547	807	665
548	808	664
549	810	662
550	811	661
551	812	659
552	814	658
553	815	656
554	816	654
555	817	653
556	819	651
557	820	649
558	821	647
559	822	646
560	823	644
561	825	643
562	826	641
563	829	641
564	830	639
565	831	637
566	832	635
567	833	634
568	834	632
569	836	630
570	837	629
571	838	627
572	839	625
573	841	624
574	843	623
575	844	621
576	845	619
577	846	618
578	847	616
579	849	614
580	850	613
581	851	611
582	852	609
583	853	608
584	855	606
585	856	605
586	858	604
587	859	602
588	861	600
589	862	599
590	863	597
591	864	595
592	865	594
593	866	592
594	868	590
595	869	589
596	871	588
597	873	586
598	874	585
599	875	583
600	876	582
601	877	580
602	879	578
603	880	577
604	881	575
605	882	573
606	883	572
607	884	570
608	886	569
609	888	567
610	889	566
611	890	564
612	891	562
613	892	561
614	893	559
615	895	557
616	896	556
617	897	554
618	898	553
619	900	551
620	902	550
621	903	549
622	905	547
623	906	546
624	907	544
625	909	543
626	910	541
627	911	539
628	912	538
629	913	536
630	915	535
631	917	534
632	918	532
633	919	531
634	921	529
635	922	527
636	923	526
637	924	524
638	925	522
639	926	521
640	927	519
641	928	517
642	930	516
643	932	515
644	933	513
645	934	512
646	935	510
647	936	508
648	938	507
649	939	505
650	940	504
651	941	502
652	942	500
653	943	499
654	944	497
655	946	496
656	947	494
657	949	493
658	950	491
659	951	490
660	952	488
661	953	487
662	954	485
663	956	483
664	957	482
665	958	480
666	959	479
667	961	478
668	963	476
669	964	475
670	966	473
671	967	472
672	968	470
673	969	469
674	970	467
675	971	465
676	972	464
677	974	462
678	975	461
679	977	460
680	979	458
681	980	457
682	981	455
683	982	453
684	983	452
685	984	450
686	986	449
687	987	447
688	988	446
689	989	444
690	991	443
691	993	442
692	994	440
693	995	439
694	997	437
695	998	435
696	999	434
697	1000	432
698	1001	431
699	1002	429
700	1003	428
701	1005	426
702	1006	425
703	1008	424
704	1009	422
705	1010	420
706	1011	419
707	1013	417
708	1014	416
709	1015	414
710	1016	413
711	1017	411
712	1019	410
713	1020	408
714	1022	407
715	1024	406
716	1025	404
717	1026	403
718	1028	401
719	1029	400
720	1030	398
721	1031	397
722	1033	395
723	1034	394
724	1036	393
725	1038	391
726	1040	390
727	1042	389
728	1044	388
729	1045	386
730	1047	385
731	1048	383
732	1049	382
733	1051	381
734	1054	380
735	1057	379
736	1058	377
737	1059	376
738	1060	374
739	1061	373
740	1063	371
741	1064	370
742	1066	368
743	1069	367
744	1070	366
745	1072	365
746	1073	363
747	1074	361
748	1075	360
749	1077	359
750	1078	357
751	1079	356
752	1081	354
753	1084	353
754	1085	352
755	1087	350
756	1088	349
757	1089	347
758	1091	346
759	1092	345
760	1093	343
761	1096	342
762	1098	341
763	1099	339
764	1101	338
765	1102	336
766	1103	335
767	1105	333
768	1106	332
769	1107	330
770	1108	329
771	1109	327
772	1112	326
773	1113	325
774	1114	323
775	1116	322
776	1117	320
777	1118	319
778	1119	317
779	1121	316
780	1122	314
781	1123	313
782	1125	311
783	1127	310
784	1129	309
785	1130	307
786	1131	306
787	1133	304
788	1134	303
789	1135	301
790	1136	300
791	1137	298
792	1138	297
793	1140	296
794	1143	294
795	1144	293
796	1145	291
797	1147	290
798	1148	288
799	1149	287
800	1150	285
801	1151	284
802	1153	282
803	1154	281
804	1156	280
805	1158	278
806	1159	277
807	1160	275
808	1162	274
809	1163	272
810	1164	271
811	1165	269
812	1166	268
813	1168	266
814	1169	265
815	1170	264
816	1173	262
817	1174	261
818	1175	259
819	1176	258
820	1177	256
821	1178	255
822	1179	253
823	1181	252
824	1182	250
825	1183	249
826	1184	247
827	1185	246
828	1187	244
829	1189	243
830	1190	242
831	1191	240
832	1192	239
833	1193	237
834	1195	236
835	1196	234
836	1197	233
837	1198	231
838	1200	230
839	1201	228
840	1203	227
841	1204	226
842	1205	224
843	1207	223
844	1208	221
845	1209	220
846	1210	218
847	1212	217
848	1213	215
849	1214	214
850	1216	212
851	1218	211
852	1220	210
853	1221	208
854	1222	207
855	1224	205
856	1225	204
857	1226	202
858	1227	201
859	1228	200
860	1229	198
861	1231	197
862	1233	195
863	1235	194
864	1236	192
865	1237	191
866	1238	190
867	1239	188
868	1241	187
869	1242	185
870	1244	184
871	1245	182
872	1247	181
873	1248	180
874	1250	178
875	1251	177
876	1252	175
877	1254	174
878	1255	172
879	1256	171
880	1257	169
881	1258	168
882	1260	166
883	1261	165
884	1263	164
885	1264	162
886	1266	161
887	1267	159
888	1268	158
889	1269	156
890	1271	155
891	1272	154
892	1273	152
893	1274	151
894	1276	149
895	1278	148
896	1279	146
897	1280	145
898	1281	144
899	1283	142
900	1284	141
901	1285	139
902	1286	138
903	1287	136
904	1289	135
905	1290	133
906	1292	132
907	1294	131
908	1295	129
909	1296	128
910	1298	126
911	1299	125
912	1300	123
913	1301	122
914	1302	121
915	1304	119
916	1305	118
917	1306	116
918	1308	115
919	1309	113
920	1310	112
921	1311	110
922	1312	109
923	1314	108
924	1315	106
925	1316	105
926	1317	103
927	1319	102
928	1320	100
929	1322	99
930	1325	98
931	1326	96
932	1327	95
933	1328	93
934	1330	92
935	1331	91
936	1332	89
937	1334	88
938	1335	86
939	1337	85
940	1338	83
941	1340	82
942	1341	81
943	1342	79
944	1344	78
945	1345	76
946	1346	75
947	1347	73
948	1348	72
949	1350	71
950	1351	69
951	1353	68
952	1355	66
953	1357	65
954	1358	64
955	1359	62
956	1360	61
957	1361	59
958	1363	58
959	1364	56
960	1365	55
961	1366	53
962	1368	52
963	1370	51
964	1371	49
965	1372	48
966	1373	46
967	1374	45
968	1376	44
969	1377	42
970	1378	41
971	1379	39
972	1380	38
973	1384	36
974	1385	35
975	1386	34
976	1387	32
977	1389	31
978	1390	29
979	1391	28
980	1392	26
981	1393	25
982	1394	24
983	1396	22
984	1397	21
985	1399	19
986	1400	18
987	1402	17
988	1403	15
989	1404	14
990	1405	12
991	1407	11
992	1408	9
993	1409	8
994	1410	7
995	1412	5
996	1414	4
997	1416	2
998	1417	1
999	1418	0
